 ,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BTN,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GGY,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JEY,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KWT,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRI,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
ABW,0.0,13252.562556919602,9500.724683275826,973.5351203846633,9085.425408426994,7565.414509724316,12767.098434098489,5360.114080711346,11105.217199030116,11491.150357508699,12107.71168874622,14544.73713606612,1011.870432269608,15237.370033932895,8712.378021529757,11499.880410018686,11113.900307042317,7837.93419793909,7959.192111237639,191.46447717604224,7417.965560026655,15468.737554287347,9343.13002972045,12298.151259990962,1587.7058104625683,8923.997712786397,969.0184358997979,9379.853628806599,2033.1621142578138,2263.8978728786383,3435.7138433360574,4732.219324317722,1127.108080806827,15068.112646456513,11175.246076720237,9755.210588793905,3570.9539885214463,18608.081708747734,8132.456770640848,5089.999857331337,15011.986014800057,7099.4897514240265,8801.851631953134,10567.889226407326,9607.05010416891,10491.276804778743,985.5006753217851,12788.397192749317,5024.476029552203,1566.0695718325144,1759.823403000088,123.48494269655383,19501.457448118024,1429.6219106868634,10398.881288007653,8552.496539187263,8466.377690207803,12178.677957479962,977.955181267014,8399.401518907978,660.2532950931309,7681.581183254651,1964.8959649441188,10377.3805348618,11617.437265308985,6112.226259782318,7112.981271974432,9082.027815466841,11800.203440508098,9077.052545707365,12699.097332131461,7677.4868970011585,7399.17409364395,14902.364274496173,8860.706119792341,7534.270846553153,11055.737569807803,7331.88536129854,7692.490190016471,6927.278793645536,6149.853271555271,1003.3294643609929,5777.345162930258,5907.94636890162,8859.444336336795,9484.036190038523,897.3235085558738,5907.3800032924455,2233.2278466057815,2114.697139863922,15222.197253990364,1443.9238874979364,16126.426667962998,1873.5642401522273,8710.32473636986,710.798423551404,8920.08323925501,19229.200821376977,7297.340104356756,14654.86978890299,15884.237245010194,7163.15291401271,11874.219597153502,11418.900850867718,6816.749020575454,10681.184534993321,8473.404451033488,948.7404903673132,7358.249826914352,10739.640070320878,13827.482999292433,12975.279509146207,11874.111392321198,12892.961739361263,17281.600762053426,12914.585313987145,941.6958623658056,11937.355059806223,10629.24215946326,6524.750306442966,8635.735904822566,986.1253774508384,8205.295631225574,16055.322633813936,11403.269350347115,9215.372377125774,7957.466550111177,9095.068705020745,16142.880764162941,6699.044330422969,8047.6870628248025,9658.726467550789,13331.651258407484,15590.354022397269,3206.8707738803873,12907.238281885766,9204.889204434914,6717.516948070589,8710.332499575901,16424.48777339756,9020.151962706543,13302.524350908232,15031.95973854709,11860.444408555408,5813.223206211888,960.5013097748065,991.1917772084286,14380.930529828322,11810.548879220469,17772.19813725864,13017.750210198516,10247.246327340006,13972.300856451615,7790.091405291165,13788.55764178019,8063.436585672253,1769.5997646323763,11493.401370182442,7887.231113890519,8292.522859088462,14824.05283597674,13619.504338061888,13080.86611122956,13146.904937435365,13786.431955559801,1113.8899006112647,7734.403423643781,2827.1609161197794,16772.7996060856,16537.77573187117,15963.182719220895,8984.489860911624,777.1203750847963,6626.828411007996,4394.691885443914,10682.245498159045,9357.999892132275,12428.713532413864,14167.074003464555,9521.12049543639,9933.169672288117,11155.847988607362,12017.616371716973,10952.614091285895,5678.029921620658,18335.529548121536,8049.832765359891,7743.934444113489,8546.895786017769,14575.249170253828,6217.852939696648,2085.769042454271,8453.43380911999,12710.357935074753,4011.464669501758,9074.10609515885,11151.800125096826,8565.983083534125,1786.4704082668336,8767.417222899325,8594.107089111185,8707.08493677611,11747.23202252537,13976.071947152472,10685.458806812243,995.7119803058985,9199.881826204093,7833.083753505319,16916.69768130376,12919.143147681323,11573.149007988153,12262.870179561403,18276.2169891165,12071.645996979145,948.4500371171148,8316.447543568225,9840.880391489463,12470.394460421143,15665.182939500435,12265.940108847572,11375.302417479257,9673.668383387365,5448.3765937392045,3147.4347330186943,12731.125384879233,953.2176282684238,407.25423324510723,17394.630808964735,13764.066135430952,12057.320300563642,11596.227190410971,12153.647425350828,10635.960049973135,11252.792270615852,11587.659716108818
AFG,13252.562556919602,0.0,7592.6955481767145,12295.402341123425,4344.887481665504,5809.607175421626,1685.2648810945755,15269.257991898936,2264.595710218744,13650.655758552639,13902.83302796888,9291.372944849318,12302.762054022554,11414.556270451254,4570.444618173919,1820.5801123945034,5911.626355694577,5420.226533225712,7486.907983238778,13169.249339065067,7481.800221524007,2381.770580574613,4043.184371500676,2005.881137858037,12527.805800672411,4437.816405484459,12307.990046817558,3878.4361416566917,13771.673443162346,11172.423482846521,14968.080990192608,13758.579592706608,12467.321395267092,2100.9642805563135,7985.891230234507,6186.344992648559,10776.961320696882,5935.726206221736,5161.209438842964,16336.600522233426,4852.487938712198,8123.8863666240595,6981.208969666752,5919.123521758596,7084.972102951053,15037.228366122412,14220.19990765778,5803.199599533935,9326.138976956736,14338.79429177269,12954.540561563617,13218.502545325806,6291.618579973532,13287.708320757296,3257.5801360533756,4711.733651812267,4786.646882965791,3660.8427125776193,12419.661703825368,4861.30452845503,12725.87314911743,5870.886684358045,15213.205852267789,3585.065108932501,3696.5316327225387,7703.334031650048,6295.111070244463,4239.549259145364,4195.303332321214,4259.546179494212,12874.97190750519,5594.223376940109,5964.83574916163,8877.573306886909,7249.996107929609,5719.94582535503,2268.36195149011,5930.849313838448,7775.884542648466,6598.9723646475495,8766.967637689833,12348.430549791557,8810.201555118643,8799.850988347664,7122.370808661396,4062.8212313478416,12710.338701509772,7910.881649008605,14157.089846777595,12504.994899490584,7868.923434825561,12845.403111993286,4571.190349868203,14077.363262711544,4610.321502439245,12865.778458107101,4370.869926111478,5999.466010473039,5959.293786427001,1751.3807047937748,4650.800230919176,6091.365029152553,1621.1913271347787,2288.3339770860844,6662.093335725504,3167.8837218146773,4938.69789576972,13173.222162922864,5906.79093669283,3095.9458327723196,6282.040108146905,1178.4937246848776,5206.362004381033,1038.4794654202271,4420.387103182383,11191.57469610018,12349.727699867562,2081.861419453948,3090.0337536067655,8700.1596722504,5125.247365398533,12498.34834618505,5091.779036209778,3246.3629455718497,8314.67440032604,4045.7184527823106,5309.728881913419,4186.164287553795,4519.628076907446,6901.673776544972,5311.575271626857,3626.185158150929,6342.71315164224,3390.3692026129847,13906.603988825984,10675.656759373143,4203.902940032884,8058.227839222719,4916.874972585811,3327.0060700606386,4377.7390399304395,3449.353488629718,7853.48880554488,7728.442157591166,8461.982305191037,12355.474648036758,12453.407926261261,6177.4948390141335,6542.8194881902955,4627.929927195494,5815.909662819478,8380.117300789358,12022.424988129178,7079.599861651521,12521.864979364045,7392.569207508367,14229.336654535418,13992.74714758211,5365.8693062591265,5016.991980604942,1713.3286082413588,10756.286967547145,13463.706723843039,1586.7740413281908,1085.5631433083984,14174.62924734318,17890.038965501197,15795.431505518995,5622.259107743583,7293.519636348116,9521.780710441193,4268.346203665003,12479.59778248246,6798.308316318799,14848.235101554495,3165.870459121158,15748.213107185557,1984.5621978448137,6302.0384403856315,3816.546347147689,3370.3475440211837,5741.82689873715,2425.0582831284364,4218.541524454141,8796.191876976665,5147.3790377558225,14015.913971705217,9676.54656579484,5467.396435070818,10672.101334193345,8789.246006137295,14201.931979727175,4905.563751462826,4364.479418723496,9477.258427290679,4264.123236395733,5076.9937211085235,7493.238470637162,12672.977393259094,4515.856180358979,4722.402872659307,4599.298158837609,7842.378003898654,4565.841055111147,2901.970532697031,12528.619300080849,5984.093869928208,7610.970530215744,3900.23257134176,446.1126379114192,13136.039886609375,1040.6935794797507,7609.542352339513,13618.71554207818,12805.023709304356,5261.458778146145,3583.3967474183255,12379.714218532074,5113.822929492803,5553.152138312231,5368.098738123864,3580.196018286172,15084.834389173226,10862.721255819275,747.728933507129,12582.312571726263,13213.101744679494,4615.40620139739,11930.663621887892,13090.899638010866,13527.156290659323,3279.105626164233,9242.212937612365,7017.607916547088,7060.695338932773
AGO,9500.724683275826,7592.695548176713,0.0,8894.790019493625,5594.945971357737,5808.941318340186,5917.15947618837,7777.930732595068,6309.1272047719185,17411.8169736378,10241.595959048134,6908.485567241382,8742.341581081913,13535.27060363456,6326.358713632906,6623.316512805085,1883.8843782230053,6668.15084817274,2065.566325770363,9309.454528398077,2857.8186243843465,9120.83383688075,5797.851835423889,5598.942500390558,10484.620841127793,5857.136909358363,8865.473053015148,7082.074661610189,11514.47234020928,9416.735392755865,8289.472080056003,6559.438420782424,8409.702034854756,9144.238930202175,2208.06447790392,1574.3968008419586,10895.933858550645,9130.691357904418,6242.459080001353,8911.792030254495,12250.331709387,2733.1102407632784,1477.7292499389507,1681.6251755494009,553.9115682043969,16595.453324256978,9801.967875716626,3302.345272610013,4832.401887483996,10979.838891044976,10968.537636807698,9380.046480559085,10106.761296925879,10817.55731364203,5310.777470806438,6528.860269080038,6798.9146145794,4008.0848009959027,8649.970388579375,7149.954672650816,9618.641433376306,5157.553969325401,10326.349618204846,4716.519499610407,3896.4812072255722,4899.012492687067,5724.464202024728,7638.266137361906,3449.941555832563,7720.179999636561,16613.28187970554,6478.953877303544,8044.224354518806,15475.270581972178,1103.3604412380241,6808.0716832201015,6458.439194410229,6638.694682538047,2180.6086745925136,5346.244292142102,3609.990284795326,8685.924880927587,4109.69848681578,3927.112230917116,1244.3102013849855,5295.8791031863375,8611.311422554892,9714.963279084102,11732.989275832857,7433.901242469932,14732.535680804154,8107.010416460784,11503.51974382257,11371.986881353492,6058.7249353368115,9863.355469743865,6266.178429823344,10307.852159841259,7175.94031712462,7234.2159215990905,6525.2346411069075,7131.585897471286,6350.594999830709,5715.857591820198,8612.64628559582,5066.324538762092,5617.321164026365,10319.693106584855,6600.304902059603,5120.085259070409,13852.221794132123,8626.980981623694,2743.1995478376775,8436.660776904573,10393.673712921753,17639.903986138852,8838.014037389492,5619.754920979852,5281.427374401376,3148.533257084383,4616.111285512639,8578.169360746731,6213.773080638084,7593.276394027086,2712.013698285713,7129.633374871443,6511.801439498125,7358.97056060544,11439.956339606337,5187.41486802358,5851.059959213036,6376.181523688298,3863.150413012498,6841.954572839404,12678.69900948706,17619.795115581688,5690.303972797453,3340.971092096701,4953.013888969988,9553.282777231201,5710.947751972012,11004.157244675875,14826.918550961655,2788.649619784558,4378.8615191559575,8772.215321022315,8600.076435700194,4916.619587744071,2312.4784217078927,10012.910963383201,3523.5373504149097,1573.272773096554,15502.724323280218,2760.631157905208,15019.625636953055,2012.6130733534087,11244.867589951584,16899.524095133358,6828.821873605702,7624.765910278436,8739.271937018393,16936.244379267475,14593.215256969943,6101.309745299331,6929.205608183335,10469.192598985617,14555.006446562116,9843.456292891298,12162.134077104094,13564.358410893394,14542.201464169306,6806.851125676847,9215.48206315138,5752.066583503351,7680.384028173724,5068.544472262241,16537.54691874743,5609.219639882434,4718.114323399865,6039.870240347621,7505.9738186125705,2013.076410603483,5192.868057851198,3435.7216032637666,4270.701869907177,10107.908531068182,6685.838309029153,2203.491254574909,9664.748826499246,15823.067655262976,3504.4909911626432,11580.407661474805,5848.071270776493,3760.030291927962,9194.297706242663,5984.682346311451,2537.3613150999427,1244.8843603938742,7762.314613600648,6323.615300752695,6080.2890225863775,7569.283645804259,2736.260370916314,4687.946282563638,5579.623911170779,9796.003995920895,2324.736980013156,2126.450654782302,9956.128962875582,7776.9313848090815,17982.30029486558,6984.8900090881,12290.07558606508,16564.533012528136,8552.742628282094,5063.794623750364,5749.828077754469,17545.108900688923,12267.073017382472,2879.378681480166,2372.2820114351866,6778.712531371458,7579.9842051458945,10415.024552037494,7960.69134741876,8581.313381899336,9127.152397741924,10567.4056663405,16001.483832237638,17350.88299122665,17438.15461815581,4339.161562747822,2828.66108787927,1791.3814890858007,2169.266415404404
AIA,973.5351203846636,12295.402341123425,8894.790019493625,0.0,8111.9360871365325,6591.882814861504,11797.582284937409,5867.65646137138,10134.035978763799,12335.37890931236,12861.834749258669,14610.8978055722,177.07906768930314,16207.614338478286,7744.458843219566,10531.796560331555,10389.493724784421,6876.138127450759,7208.055384585113,873.8470834399266,6611.342757116302,14551.618031549999,8369.847067655823,11330.750783574094,1659.9418725604971,7950.963049246658,41.78930595209581,8431.407935016181,2663.657069672377,1577.5597602623093,3982.3558543279046,4952.909252698217,675.7368428521098,14162.04277958298,10741.02293230775,8980.9445748596,3215.150681399795,17776.481675132396,7162.642442405037,5775.051357416676,14512.27421788932,6357.837311474266,8055.406020214007,9814.136462009472,8937.246176621058,11402.391402396654,1924.9531828959157,12122.76902839371,4228.201797705728,2445.8314181003375,2083.8151179297906,924.7331032893411,18535.45389797508,1934.156610507562,9427.657001110463,7588.467640090954,7509.278199563209,11284.322008388575,368.4753566745257,7454.2212558786505,733.1265723197118,6714.4377471459875,2917.909311435922,9416.775166469752,10708.93991936655,5184.584911569251,6140.16269837094,8157.665462134663,10934.37528675563,8156.808314406491,13560.67080513303,6710.883702059914,6499.4329357780225,15253.841254958954,8155.975651517315,6575.505589233738,10086.617768533728,6367.789347019571,6958.340439212705,5961.11837341105,5406.177619491027,271.4260747015131,4991.06732711649,5138.010168436036,8136.934970859616,8512.128281535775,696.0347011128665,5176.864772494138,2956.0451815417446,1876.3305886810138,15359.654526788021,1370.0195240477376,15513.406551615584,2620.8941282972914,7738.761664475248,980.9231146308116,7951.252279741955,18294.657118619365,6350.71527701829,13681.401664971258,15073.860061112495,6214.15784784002,10901.627518399442,10446.14042907812,5960.029558058531,9714.218129700723,7499.93753116117,1453.6690505293618,6393.32959728826,9771.940573627497,13577.299180627173,12071.513614612046,11105.657030208804,11978.904087605653,16459.588043861575,13530.494129349758,107.95945691976578,10967.259596818762,9658.822080896665,5815.70887726255,7677.007142186285,516.1013210289268,7235.1735760604215,15092.740295741589,11035.808421057227,8268.933963367348,6992.209341751572,8157.896487027615,15517.861980408145,5740.1691386864295,7074.329728111913,8691.348291018941,12757.919657667695,14659.438294545906,3797.3665062504874,13429.834931788431,8231.370404452062,5921.011874365607,7743.523794188184,15518.61859627274,8046.654532212727,12612.737705009205,15153.609677710372,11427.395439876344,4967.207243086717,181.59101891898996,452.04050422990844,13811.225238014978,11201.169686928628,16872.110747041308,12361.18994277868,9813.657063929553,14861.663364007567,6964.884212648791,14727.742982859378,7308.57814939615,2579.1341925571714,12377.108541515918,6930.108039198452,7368.661508238198,13895.202230858189,14232.345700976795,14048.742541508575,12177.256692807137,12813.019056783627,2050.757158833848,8698.472224898145,3681.924197065144,16347.23490842153,16593.643908948517,16628.404612076694,8027.70529488818,323.3347471653599,5655.231162198759,4850.0809429206,9715.242775971152,10262.76394105453,11462.235071774123,13612.146481725902,8549.358217334127,8999.626487236581,10413.877876786348,11057.221433511468,10055.26267028305,4874.7120785317,17422.957565578752,8421.964592411632,7332.67219368009,7774.867082534606,15295.409911841449,5487.111024613158,2839.172018995558,7480.233147434392,11885.134339810118,3229.978984627626,8101.941275908697,10338.625565041091,7871.015974880985,1613.0017095840049,7799.4762987277345,7622.708511009274,7780.108498172179,11325.463295945983,13188.251879137415,9712.484699937784,919.6172553684582,8362.20371006205,7087.987451084288,16040.51785908866,11972.434719539338,12359.39642589794,11297.785657062916,18598.361557021126,12964.380919219488,854.0223301383908,7348.5720818995205,8867.405325978638,13235.513762723745,15192.125362173821,11551.268193118707,10602.622709984822,8715.208471805277,5923.628698905346,2705.098052352939,11794.5321548592,593.198986793284,949.1653761336381,16601.574937478992,14610.0297503386,12882.443918567702,12434.627973569302,11234.495289529243,10369.917631290424,10679.299892011386,11038.903153646359
ALB,9085.425408426994,4344.887481665505,5594.945971357737,8111.9360871365325,0.0,1520.6157978038605,3718.5780450834186,11591.279735573227,2082.2272805107905,16840.407229528384,15667.688459798866,11190.180018202282,8087.834280956703,15708.278846565667,811.6667271211252,2525.3105462991625,5044.912305469186,1591.660754989906,4240.486495809143,8970.918419675048,3823.804456263984,6726.5960579640605,327.7767935617133,3280.0024600769807,8774.42720013709,304.68910322402985,8116.963630687908,1512.174061186302,10169.092620757358,7300.96328846626,10731.31510878513,9920.334279488916,8183.0151655263335,6427.887919136204,7331.763672480835,4096.6400387536205,7618.885938311655,9838.140097883068,1119.621230119838,12403.44134143821,8660.440798977974,4499.120924141427,4251.107121067975,4552.256731375926,5069.711281126717,17772.747885932902,10000.998690768025,6345.410570846761,5086.632497143308,10425.866130475908,9299.613480181717,9029.151911410665,10426.29925105624,9509.067452872843,1366.6349011737398,1059.8481763724733,1335.7014019583364,4005.0656530786496,8176.246829972993,1680.9341491387934,8659.922664052234,1535.705387833853,10985.704217109278,1619.4372730202203,3418.8660770217257,3395.046115536379,1979.3094333338097,2043.3775993346344,4034.916815298397,2125.34979602336,16733.887087136125,1603.9445348527308,2902.9992468471637,12732.432724559529,4652.303000151273,1895.4031725368516,2081.3220693958056,1959.6195661371721,4434.219097471723,2254.08491431451,4817.566689632404,8118.310723510463,4703.936821585477,4746.965119286667,4485.925140626941,499.9458100046534,8434.95078051383,5098.3329643731495,10567.718782975116,8161.6035639690535,11729.545980940473,8510.391317725489,8753.720145097413,10356.64482415278,586.914975235051,8847.041660794006,688.4599866070871,10216.037760339972,2294.1121500988193,5569.470360303827,7603.320786910084,2358.5961943991724,2809.800595412754,2341.645097451921,3675.84426556488,1734.903354587429,612.1501965037929,9243.567020402093,1920.2419251020624,1773.1804916554447,9509.888886619558,4621.334340742298,5021.943185485569,4452.477561228886,8764.5850622728,14564.05938732697,8148.442224908914,2892.0013356495433,1607.9237345906918,4925.432995537424,1107.0490072657255,8235.994405370619,1046.7874150416158,7019.4556155927385,7861.060893114828,1539.3661604968315,1408.0623651251974,1764.028203945813,8711.543765903389,2561.385300271444,1052.282582400679,958.3883646237232,7256.862646975222,6730.780713204534,10811.230472524507,13914.0609912671,153.48128383818195,4172.055357227646,761.9691604802614,7665.966907651822,131.99657701857763,6572.518779831252,11646.87449392875,7565.602176965605,4267.258502890166,8140.685222129434,8198.542148945522,7839.651663398254,6288.359788641661,8930.954064606392,6535.461022213291,7078.338474447764,16256.362272871014,3528.776235373025,16841.04699632305,4192.885056089575,10431.127589330183,17370.475462519636,1668.1634247582133,2160.099949096411,6056.107557475257,14412.945061043329,17808.06762291933,4093.566543554113,4703.661783361061,10127.004095629536,16711.793825018354,11454.542588584465,9856.254440634266,11473.877761179772,13783.58722719643,1215.3389950462288,8345.412145928296,2476.872642397701,10855.246379749184,1735.0777871581556,17183.821937183024,3418.4688745343656,7807.704005266214,618.4413655224329,2061.008372559861,4903.439657327708,3096.671890282403,3108.34303979286,4645.656942802232,9417.929011557919,11873.611525895298,6863.964862252028,4113.776702300393,14750.104215978881,4880.500016648604,10540.228232449317,669.0828472405223,5048.519149648068,5878.374228141071,389.7862105860738,4207.149910652842,4727.497430690547,8328.915537658491,787.6711977569153,677.1423628819479,2006.4904269011145,7603.261180610938,6243.202268302795,1607.6124279112626,8543.933389622733,3271.383998523152,4313.7877218758995,8241.109128045826,4140.800614325044,16175.869988576549,3304.2514687682146,11950.725486381702,17362.959257430266,8514.195116460347,972.9356337931956,766.6707621170667,15845.803427516905,9120.351630721923,5689.225329192361,4720.551803494616,1308.5563745828354,11460.923888437608,7454.756434277504,4079.4264724213326,8313.20228230957,8974.865548546906,8960.200423321992,16037.392002088216,16534.50576506452,16759.477393597535,3714.7652700011076,8333.60671284949,6341.3303639706555,6650.773481631679
AND,7565.414509724316,5809.607175421626,5808.941318340185,6591.882814861504,1520.6157978038605,0.0,5232.160748028592,10491.12601995336,3568.9073883310875,16788.35037270546,16010.495235241196,12180.16891359583,6569.729658785092,17216.21692488366,1321.760520027705,3994.02757007649,5805.01576250342,952.1149127195175,4005.1443851752147,7452.4694720266625,3353.5580127939843,8181.989338868564,1784.3955325299476,4784.199992630849,7293.165617165998,1374.4635646461243,6597.244587454777,2293.004970601549,8693.844647015045,5815.468397689527,9396.882345633581,8826.581294633426,6677.8227182218125,7859.63549126423,7846.739323100283,4550.328572307978,6308.2169542839565,11349.225856726705,773.5983760203945,11168.48642517962,9801.507559450489,3941.012921548867,4337.062085403538,5218.391397716133,5363.169093165569,17075.175527772688,8485.96521694029,7357.1026141607035,3883.29648512664,8912.875414727032,7828.064415438797,7510.158522912838,11946.812267497135,8016.351291389099,2863.530059854885,1299.7642862043065,1425.211001514934,5279.985386227468,6661.7159257803005,1667.2584914093193,7141.611999275701,652.1667389416554,9473.505672934096,2984.8548799416817,4666.605867224336,2163.8500802950225,494.2375516717132,2465.6355267572458,5188.820209649064,2525.881952314532,17287.132181494904,708.2136606010847,2238.3680693107012,13711.797154964006,4731.752719385974,1008.354520023349,3544.4000315820463,833.882398973133,4097.188173599374,921.4575628792812,3943.6750520704227,6601.849543496331,3683.0681255258773,3779.0838962107528,4576.451582172257,1948.0629612406592,6927.505696921102,4105.6368120264415,9088.948599198806,6732.782657892433,12763.416522865002,7036.588129144545,10065.326475534028,8863.30850215112,1211.2807036047784,7331.499249790674,1484.2743505018025,11731.681904388885,1367.757122677015,7089.696325361085,9031.31515198313,1334.5446405576295,4318.954768687018,3860.746229130089,2831.907634646097,3196.206419618369,909.6266803956811,7734.565273225528,793.8769610171508,3244.4349922352335,10362.290311987952,5937.146722519438,6003.127327988271,5786.304284249045,10222.660409003716,15074.570068687523,6629.342348843286,4402.62658041781,3102.0009060507573,4191.10785621368,1481.0348954328008,6725.068088252156,815.8190048482201,8536.331857960033,8385.968564261293,2196.5032800897025,865.9982416529369,2266.601514323742,10029.20887973729,1272.220688900853,498.6072034816133,2209.2867633379,8276.555925297258,8224.22067542223,9408.049088266134,14417.152630292972,1640.262107895702,3434.5848921455695,1334.7956561873207,9136.284947695858,1456.359144923912,7610.347230466843,12645.674127217273,8224.778235019427,3173.54222618966,6622.629676231146,6686.030123802321,9002.692230765238,7070.360259718347,10425.217505669787,7574.233237874768,7379.305656406458,17365.946296140562,3214.003650289149,18086.381215558653,3998.7412059140365,8928.425562316286,17283.806120893907,1125.6357178322671,2036.205888819187,7507.291186639221,15132.146569140548,19160.196807606477,5608.915326691376,6222.101325206102,8607.31905876072,15219.321452045377,9987.640463373478,11179.189903399363,12725.27668665118,15054.990775791042,1816.7297265618888,6824.889661150623,994.1072953122139,9650.562564114643,3196.794267195647,16126.709213585958,4921.114648225257,8934.605687038165,1993.217957250208,2970.15524252583,5697.53859842324,4569.939772275452,4203.6995671198665,3578.9341314600665,10923.037134889362,11319.552754646667,6512.761287800693,4028.0282629567064,15783.972541821355,4037.1552486520363,9052.276970815832,904.2378398299124,6247.38441719026,4498.434238801006,1545.6664219998377,5120.820970009246,4699.824089557271,6876.021352086219,1369.7758133322952,1107.1512487830626,2190.1028352540566,8232.282459853615,7527.384399640709,3126.2485763047434,7032.556794091547,3614.4891071190605,4029.4830737128536,9708.300563162877,5564.585481389277,16196.039194823994,4774.897138098023,13413.148932760434,17615.063570069655,7011.683947052495,973.356406893105,2277.027919619831,16231.721116710338,10332.658823314843,6667.486185788116,5609.9782927338765,2376.9243449726473,10388.901534146047,6078.221995006314,5463.667070824061,6803.953043514839,7460.73939765683,10413.74301230734,16990.042028308573,16757.258758110474,16761.78262768763,5054.902767019178,8637.352022632016,6973.879791782597,7335.1310786908825
